Nest | ---,(o) <DM> (e) | mag,<Dist> | Mpc,Abell | ---,GName | ---,Npv | ---,PGC1 | ---,GLON GLAT | deg deg,SGLON | deg,SGLAT | deg,logLKs | [Lsun],CF | ---,sigP | km/s,R2t | Mpc,<HV> | km/s,<Vgsr> | km/s,<Vls> | km/s,<Vcmb> | km/s,<Vcmba> | km/s,sigma | km/s,Mvir | TMsun,Mlum | TMsun,LDC | ---,HDC | ---,2M++ | ---,MK2011 | ---,Icnt | ---
210353,1 34.37 0.50,74.8,,,1,713687,13.36 -36.52,235.9393,36.6271,10.86,1.82,113,0.307,7537,7588,7580,7307,7448,0,0,2.88,0,0,0,0,0
211524,1 34.37 0.50,74.8,,,1,63082,342.91 -25.84,210.3738,19.7356,10.52,1.34,84,0.228,5229,5169,5126,5152,5222,0,0,1.172,0,0,0,0,0
210788,1 34.37 0.50,74.8,,,1,13363,264.45 -50.03,241.2267,-36.4262,10.75,1.31,103,0.279,5532,5365,5337,5479,5558,0,0,2.16,0,0,0,0,0
211427,1 34.37 0.40,74.8,,,1,87395,272.26 -46.33,233.7363,-34.4084,10.56,1.31,87,0.236,5464,5286,5250,5433,5511,0,0,1.303,0,0,0,0,0
209428,1 34.37 0.40,74.8,,,1,70164,90.21 -35.53,310.9722,32.1409,11.05,1.63,134,0.363,7078,7278,7341,6717,6836,0,0,4.773,0,0,0,0,0
0,1 34.37 0.40,74.8,,,1,59269,82.36 38.39,50.5674,44.9535,0,0,0,0,5347,5548,5586,5325,5400,0,0,0,0,0,0,0,0
0,1 34.37 0.40,74.8,,,1,38457,264.04 72.69,100.33,-7.5942,0,0,0,0,6352,6284,6251,6690,6808,0,0,0,0,0,0,0,0
0,1 34.37 0.40,74.8,,,1,28052,217.85 45.80,81.6797,-37.1861,0,0,0,0,3797,3689,3670,4114,4159,0,0,0,0,0,0,0,0
0,1 34.37 0.40,74.8,,,1,24557,217.63 29.26,75.7384,-53.2027,0,0,0,0,4090,3952,3935,4374,4424,0,0,0,0,0,0,0,0
0,1 34.37 0.40,74.8,,,1,11039,252.19 -60.56,255.8214,-32.6307,0,0,0,0,5656,5531,5519,5534,5615,0,0,0,0,0,0,0,0
0,1 34.37 0.40,74.8,,,1,5181,134.50 -46.36,313.6268,-2.5952,0,0,0,0,5048,5161,5222,4739,4798,0,0,0,0,0,0,0,0
0,1 34.37 0.40,74.8,,,1,2261,119.64 -30.10,327.3817,11.9278,0,0,0,0,4834,5014,5088,4521,4575,0,0,0,0,0,0,0,0
0,1 34.36 0.54,74.5,,,1,36381,164.36 70.35,72.547,-2.7504,0,0,0,0,5172,5198,5202,5419,5496,0,0,0,0,0,0,0,0
0,1 34.36 0.54,74.5,,,1,18813,192.96 1.52,11.7197,-54.7656,0,0,0,0,5477,5410,5431,5564,5646,0,0,0,442,0,0,0,0
110058,1 34.36 0.50,74.5,,,1,1081698,17.40 22.07,148.3759,57.0663,11.03,1.73,132,0.357,7475,7557,7537,7489,7637,0,0,4.547,0,0,0,0,0
208122,1 34.36 0.50,74.5,,,1,386034,270.22 -16.08,196.8383,-46.9447,11.28,1.73,164,0.445,7507,7264,7205,7666,7821,0,0,8.773,0,0,0,0,0
0,1 34.36 0.50,74.5,,,1,160581,348.64 29.77,149.1124,30.164,0,0,0,0,7513,7483,7433,7671,7826,0,0,0,0,0,0,0,0
210452,1 34.36 0.50,74.5,,,1,148116,220.80 -18.77,296.6191,-76.0022,10.84,1.43,111,0.301,6515,6349,6340,6596,6711,0,0,2.733,0,0,0,0,0
106631,1 34.36 0.50,74.5,,,1,48213,321.28 50.48,129.7988,7.359,11.63,1.61,223,0.607,6693,6604,6548,6992,7121,0,0,22.267,0,0,1915,0,0
200589,1 34.36 0.40,74.5,,,4,4061,126.47 -23.15,335.5877,7.4421,11.75,1.31,248,0.673,5750,5926,6001,5473,5552,330,0,30.4,72,0,0,0,0
102460,1 34.36 0.40,74.5,,,2,30285,273.90 14.52,155.3429,-39.379,11.14,1.24,145,0.393,4615,4375,4305,4920,4984,70,0,6.053,717,0,0,0,0
0,1 34.36 0.40,74.5,,,1,142792,168.42 -46.86,310.4757,-25.5248,0,0,0,0,7065,7087,7132,6846,6970,0,0,0,0,0,0,0,0
0,1 34.36 0.40,74.5,,,1,69592,343.23 -57.26,240.5529,8.1576,0,0,0,0,5401,5361,5345,5193,5265,0,0,0,0,0,0,0,0
106538,1 34.36 0.40,74.5,,,1,58180,39.02 40.74,101.098,54.6285,11.63,2.27,222,0.603,9279,9410,9410,9328,9557,0,0,21.867,0,0,0,0,0
110828,1 34.36 0.40,74.5,,,1,24372,166.06 37.54,42.9474,-18.1364,10.89,1.26,116,0.315,4973,5017,5049,5114,5183,0,0,3.093,573,0,0,0,0
0,1 34.36 0.40,74.5,,,1,8035,142.88 -32.92,327.5531,-8.0424,0,0,0,0,4966,5082,5148,4708,4767,0,0,0,0,0,0,0,0
108298,1 34.36 0.31,74.5,,,1,24427,244.29 13.15,130.7596,-64.2782,11.34,1.4,173,0.471,5710,5487,5441,5999,6094,0,0,10.387,578,0,0,0,0
0,1 34.36 0.30,74.5,,,1,63540,24.05 -18.27,227.3141,56.3304,0,0,0,0,5996,6100,6099,5792,5881,0,0,0,0,0,0,0,0
0,1 34.35 0.54,74.1,,,1,92378,305.41 26.36,152.2162,-7.7963,0,0,0,0,5941,5767,5692,6230,6333,0,0,0,0,0,0,0,0
0,1 34.35 0.54,74.1,,,1,91678,43.80 -25.91,264.0012,57.589,0,0,0,0,3825,3985,4009,3535,3568,0,0,0,0,0,0,0,0
111735,1 34.35 0.54,74.1,,,1,23125,242.14 7.07,137.9847,-70.0897,10.68,1.31,96,0.261,5156,4932,4889,5417,5495,0,0,1.787,0,0,0,0,0
100190,1 34.35 0.50,74.1,,,8,141864,336.35 11.11,170.4351,19.7737,12.41,1.74,445,1.208,7406,7318,7256,7533,7682,278,13.867,176,1098,916,1269,0,0
202797,1 34.35 0.50,74.1,,,2,17389,256.32 -32.93,228.5224,-52.1692,10.96,1.15,123,0.335,4357,4146,4108,4412,4464,22,0,3.76,0,0,4425,0,0
110077,1 34.35 0.50,74.1,,,1,958926,306.56 50.80,128.4009,-1.8633,11.06,1.59,135,0.367,6593,6475,6416,6923,7049,0,0,4.893,900,0,0,0,0
210477,1 34.35 0.50,74.1,,,1,75824,223.78 -10.68,308.9294,-84.3774,10.83,1.37,110,0.299,6179,5999,5983,6313,6418,0,0,2.667,0,0,0,0,0
209539,1 34.35 0.50,74.1,,,1,12826,206.18 -53.16,286.4488,-40.0685,11.03,1.12,131,0.356,4371,4293,4308,4228,4275,0,0,4.52,0,0,0,0,0
111076,1 34.35 0.40,74.1,,,1,170244,312.67 44.28,135.1582,1.1673,10.86,1.3,113,0.305,5105,4983,4920,5415,5493,0,0,2.853,0,0,0,0,0
0,1 34.35 0.40,74.1,,,1,72013,49.95 -72.33,270.7975,11.337,0,0,0,0,5103,5157,5179,4777,4838,0,0,0,0,0,0,0,0
0,1 34.35 0.40,74.1,,,1,64115,316.85 -30.52,210.3268,-3.6547,0,0,0,0,6140,5995,5941,6128,6228,0,0,0,0,0,0,0,0
110403,1 34.35 0.40,74.1,,,1,50045,40.34 74.12,92.0712,22.0777,10.97,1.23,125,0.339,4630,4684,4673,4847,4910,0,0,3.88,0,0,0,0,0
111281,1 34.35 0.40,74.1,,,1,49413,330.66 54.61,125.3142,12.832,10.8,1.2,107,0.292,4322,4262,4212,4605,4661,0,0,2.467,0,0,0,0,0
0,1 34.35 0.40,74.1,,,1,24566,217.00 29.58,75.0105,-52.7413,0,0,0,0,4081,3946,3929,4364,4414,0,0,0,0,0,0,0,0
211784,1 34.35 0.40,74.1,,,1,15273,239.03 -43.38,256.3358,-51.547,10.39,1.13,75,0.203,4226,4060,4044,4198,4245,0,0,0.831,0,0,0,0,0
206894,1 34.35 0.40,74.1,,,1,4736,137.43 -59.08,301.2786,-4.905,11.52,1.28,202,0.549,5351,5428,5478,5038,5105,0,0,16.533,81,0,0,0,2061
211373,1 34.35 0.40,74.1,,,1,2679,319.25 -85.75,265.7279,-6.1635,10.58,1.34,88,0.24,5812,5793,5803,5546,5628,0,0,1.373,0,0,0,0,0
208132,1 34.35 0.31,74.1,,,1,22910,278.32 -16.64,196.3372,-39.1546,11.28,1.4,164,0.445,5955,5717,5653,6105,6204,0,0,8.773,0,0,0,0,0
211377,1 34.34 0.50,73.8,,,1,177911,271.48 -37.91,224.9576,-39.1002,10.58,1.32,88,0.24,5526,5324,5280,5549,5631,0,0,1.373,0,0,0,0,0
209468,1 34.34 0.50,73.8,,,1,131993,255.21 -75.61,262.9505,-18.9701,11.04,1.92,132,0.36,8302,8234,8235,8095,8267,0,0,4.64,0,0,0,0,0
